nvar_id,svar_name,nchar1,nchar2,nchar3,nchar4,nchar5,nchar6,nchar7,nchar8,nchar9,nchar10,nchar11,nchar12,nchar13,nchar14,nchar15,nchar16,nchar17,nchar18,nchar19,nchar20,nchar21,nchar22,nchar23,nchar24,nchar25,nchar26,nchar27,nchar28,nchar29,nchar30,nchar31,nchar32,nchar33,nchar34,nchar35,nchar36,nchar37,nchar38,m9,m15,m18,m27,m29,m30,m31,m32,m33
685,Armida Cl,3,1,0,1,7,7,1,1,9,1,1,1,5,5,5,1,1,7,1,0,0,1,4,3,3,7,7,2,0,7,3,7,3,5,1,0,0,1,100,80,23,146,NA,9.83,2.67,7.83,2.36
687,Levante,5,1,0,1,5,3,1,3,5,1,1,1,1,1,3,1,1,5,1,0,0,3,1,3,3,7,5,2,5,5,5,5,5,2,1,3,1,1,91,63,17.05,137,27.13,7.53,3.35,5.45,2.94
688,Traiano Cl,5,1,0,1,5,5,3,3,5,1,1,1,1,1,5,1,1,5,1,0,0,5,1,3,3,9,7,2,0,3,5,3,5,2,1,0,0,1,89,73,18,146,NA,6.83,3.8,5.02,3.22
689,Penelope,7,9,3,9,5,5,3,5,5,1,7,7,9,5,5,1,9,5,1,0,0,5,6,3,3,9,5,6,5,7,5,7,5,3,9,3,2,3,92,86.85,18.85,136,27.72,8.61,3.47,6.5,2.73
690,Corsaro,7,9,2,9,5,5,3,5,7,1,1,1,7,5,5,1,1,5,1,0,0,7,6,3,3,9,5,3,7,7,7,7,7,2,7,1,1,1,95,75,18.5,145,42.94,9.57,4.28,6.82,3.49
691,Karbor,5,1,0,1,7,5,1,5,9,1,3,3,7,1,5,1,1,5,1,0,0,7,4,3,3,9,5,0,7,7,7,7,7,3,1,3,2,1,101,89,17,145,39.74,8.64,3.92,6.58,3.39
692,Precoce Gallina,5,1,0,1,7,3,3,5,5,1,1,1,1,1,0,1,1,0,1,0,0,3,1,3,5,9,3,2,5,5,5,5,5,2,1,3,0,1,87,NA,NA,135,30.61,8.01,3.43,5.89,2.97
693,Nano,7,1,0,1,3,7,1,1,9,1,1,1,1,1,1,1,1,5,1,0,0,5,1,1,1,3,9,2,3,3,5,3,5,1,1,3,0,1,108,45,18,162,21.37,5.78,3.67,4.1,3.13
694,Dellarolle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Marjal,5,1,0,1,5,7,3,5,7,1,1,1,1,1,5,1,1,5,1,0,0,1,1,3,3,7,9,2,5,5,5,5,5,3,1,3,0,0,98,87,17,162,30.3,7.96,3.37,6.08,2.98
696,Leda,5,1,0,1,3,5,3,5,7,1,1,1,1,1,7,1,1,5,1,0,0,5,1,3,3,5,9,2,5,5,5,5,5,3,1,3,0,0,95,94,16,165,27.78,7.82,3.3,5.98,2.9
697,Mareny,5,1,0,1,3,5,3,5,7,1,1,1,1,1,7,1,1,5,1,0,0,5,1,2,1,5,9,2,5,5,5,5,5,3,1,3,0,0,98,95,15,160,28.22,7.92,3.3,5.96,2.96
698,Adriano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,PVL01,3,1,0,1,7,5,3,3,9,1,1,1,5,1,3,1,1,5,1,0,0,1,6,3,5,5,7,2,3,7,3,7,3,5,1,3,2,1,111,62,19,155,22.97,9.33,2.28,7.42,2.03
700,IDR 15/38,3,9,2,9,7,5,1,3,9,1,5,5,7,5,9,9,1,5,9,4,5,5,3,3,3,9,7,0,0,7,5,7,5,4,6,0,0,0,102,NA,NA,150,NA,10.99,3.53,8.12,2.91
701,TREBON,5,1,0,1,5,5,1,1,7,1,1,1,1,1,3,1,1,5,1,0,0,3,1,3,3,9,5,2,5,7,3,7,3,5,1,3,0,1,100,74,17,140,29,10.2,2.65,8.04,2.29
702,Dellarole,5,1,0,1,7,3,3,5,7,1,1,1,1,1,7,1,1,7,1,0,0,3,1,3,5,9,7,2,7,5,5,5,5,3,1,3,0,1,96,96,21,155,35.21,8.32,3.76,6.17,3.22
703,Chinese ostiglia,5,9,2,9,7,3,3,3,9,1,1,1,1,1,9,9,1,7,9,5,9,7,1,3,3,9,5,2,7,7,6,7,7,3,1,3,0,1,100,116,21,144,37.3,9.24,3.71,6.94,3.17
704,PVL136-IT,5,9,2,1,7,3,1,3,5,1,1,1,5,4,3,1,1,5,1,0,0,3,5,3,5,7,3,2,5,7,3,7,3,5,1,3,1,1,91,65,20.9,135,26.86,9.52,2.64,7.71,2.38
705,ECCO 975FP,5,9,2,1,7,3,3,3,7,1,1,1,7,5,5,1,1,7,1,0,0,3,5,3,5,7,7,2,5,7,3,7,3,5,1,3,1,1,95,84,25,150,27.33,9.26,2.77,7.18,2.35
706,SJKT,5,1,0,1,5,3,1,3,7,1,1,1,1,1,3,1,1,5,1,0,0,3,1,3,3,9,3,2,3,5,5,5,5,3,1,3,1,1,94,61,17,135,22.2,7.86,2.98,5.97,2.51
707,DUILIO,5,1,0,1,5,5,1,3,5,1,1,1,7,5,3,1,1,5,1,0,0,3,5,3,3,9,5,2,5,7,5,7,5,3,1,3,1,1,85,63.5,16.5,140,33.11,8.58,3.2,6.58,2.77
708,COLONNELLO,5,1,0,1,7,5,3,3,7,1,1,1,1,1,5,1,1,5,1,0,0,1,1,3,3,9,7,2,7,7,7,7,7,3,1,3,1,1,93,80.67,16,150,46.09,9.29,3.88,7.08,3.46
709,MASSIMO,5,1,0,1,7,3,3,5,5,1,1,1,1,1,7,1,1,5,9,5,3,5,1,3,5,9,5,2,7,7,7,7,7,3,1,3,1,1,90,99.5,14.5,140,53.86,10.08,4.16,7.43,3.69
710,OMEGA CL,5,1,0,1,5,5,3,3,3,1,1,3,9,5,3,1,1,5,1,0,0,3,5,3,3,7,5,2,5,5,7,5,7,2,1,3,1,1,83,63.5,16,140,33.55,7.52,3.76,5.69,3.28
711,CL18,5,1,0,1,5,5,3,3,5,1,1,1,1,1,3,1,1,5,1,0,0,5,1,2,3,9,5,2,5,3,5,3,5,2,1,3,1,1,85,61,15.79,140,26.16,7.1,3.51,5.27,3
712,Golia,5,1,0,1,5,5,3,5,3,1,1,1,1,1,1,1,1,5,1,0,0,1,1,3,5,7,3,3,3,5,3,5,3,4,9,3,1,1,83,59,19.5,135,22.24,8.24,2.84,6.03,2.35
713,ROSSO ROSETTA,5,1,0,1,7,5,3,7,9,1,1,1,1,1,7,1,1,7,1,0,0,5,1,3,5,9,7,2,5,7,3,7,3,5,6,0,0,0,105,94,27,145,32.56,11.79,2.65,8.43,2.22
714,BORANDOTTO,5,1,0,1,5,5,3,3,9,1,1,1,1,1,3,1,1,7,1,0,0,5,1,3,3,9,7,2,5,7,5,7,5,3,1,3,1,1,99,65,20,150,34.3,8.99,3.24,6.62,2.85
715,KIKKO,5,1,0,1,7,5,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,5,1,3,3,9,5,2,5,7,5,7,5,3,1,3,1,1,97,69,19,140,30.8,8.77,3.26,6.61,2.76
716,Solitario,3,1,0,1,7,5,3,5,9,1,1,1,1,1,5,1,1,7,1,0,0,3,1,3,3,9,7,2,5,7,3,7,3,5,6,3,1,3,104,79,22,150,27.1,9.33,2.71,7.06,2.31
717,GIOIELLO,7,9,4,9,7,5,3,5,9,1,7,7,9,5,5,1,9,7,1,0,0,3,6,3,5,9,7,6,3,5,5,5,5,3,9,3,1,3,100,86,24,145,22.13,8.2,3.31,5.98,2.54
718,ECLISSE,5,1,0,1,7,3,3,5,9,1,1,1,1,1,3,1,1,5,9,2,5,5,1,3,3,9,5,3,5,7,5,7,5,3,9,3,1,3,100,66,16,145,30.5,8.98,3.39,6.47,2.68
719,MAMBO,5,1,0,1,7,7,3,3,7,1,1,1,3,1,3,1,1,5,1,0,0,1,4,3,5,7,5,3,5,7,3,7,3,5,9,0,0,0,98,65,19,140,29.78,11.54,2.66,8.2,2.19
720,DELICIA,5,1,0,1,7,5,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,3,9,7,2,7,7,5,7,7,3,1,3,0,1,94,68,18,145,44.03,8.97,3.66,6.71,3.18
721,PACO,5,1,0,1,7,5,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,2,3,9,5,2,5,7,5,7,5,3,1,3,0,1,92,64,17,137,31,8.79,3.11,6.62,2.69
722,BOMBOM,5,1,0,1,7,5,3,3,9,1,1,1,9,5,9,1,1,7,1,0,0,5,6,3,3,9,7,2,5,3,7,3,7,2,1,3,0,1,114,119,25,155,31.4,7.35,3.92,5.37,3.24
723,TOLL,5,1,0,1,5,3,3,5,9,1,1,1,5,5,3,1,1,5,1,0,0,1,5,3,5,5,7,2,5,7,3,7,3,5,1,3,0,1,106,69,19,145,28.5,9.86,2.52,7.87,2.22
724,TURBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,MELAS,5,1,0,1,7,5,3,3,7,1,1,1,1,1,5,1,1,5,1,0,0,3,1,1,3,9,7,2,3,7,3,7,3,5,1,0,0,0,95,87,17,150,22.43,8.99,2.8,7.04,2.35
726,SYN-RI-NRXaR1007,5,1,0,1,5,3,1,1,9,1,1,1,1,1,3,1,1,7,1,0,0,3,1,3,3,5,9,2,5,7,5,7,5,4,1,2,1,1,116,74,25,160,31.8,9.11,3.02,6.89,2.56
727,SYN-RI-NA-9531,5,1,0,1,7,3,1,1,9,3,1,1,1,1,1,1,1,7,9,2,3,3,1,2,5,3,0,2,0,0,0,0,0,0,1,3,2,1,116,43,20,NA,NA,NA,NA,NA,NA
728,RTF11,5,9,2,1,5,3,1,1,9,3,1,1,7,5,3,1,1,7,1,0,0,5,6,2,5,1,0,2,0,0,0,0,0,0,1,2,1,1,110,70,22,NA,NA,NA,NA,NA,NA
729,RTM22,5,9,2,9,7,5,3,3,9,1,1,1,7,1,3,1,1,5,1,0,0,1,5,2,1,5,7,2,3,7,3,7,3,5,1,3,1,1,103,63,19,147,24.9,8.67,2.6,6.96,2.32
730,RTM21,5,1,0,1,7,5,3,3,9,1,1,1,7,1,3,1,1,7,1,0,0,1,5,3,5,5,7,2,3,7,3,7,3,5,1,3,1,1,104,67,22,151,22.7,9.15,2.38,7.41,2.19
731,SYN-RI-NB-9531,5,1,0,1,5,3,1,1,9,1,1,1,1,1,3,1,1,7,9,2,3,3,1,3,5,5,7,2,3,5,3,5,3,4,1,3,2,1,113,64,22,150,24.5,8.43,2.69,6.14,2.33
732,RG300,5,1,0,1,7,5,1,3,7,1,5,7,9,5,5,1,9,7,1,0,0,5,6,3,3,9,5,6,7,7,7,7,7,3,1,3,1,3,96,80.8,20.77,145,41.8,9.42,4.04,7,3.4
733,NEMO,7,9,2,9,5,5,3,5,5,1,1,1,9,5,3,9,1,5,1,0,0,3,5,3,3,9,5,2,7,7,7,7,7,3,1,3,1,1,90,71,19,135,48.03,10.35,3.74,7.65,3.18
734,LUSITANO,5,1,0,1,7,5,1,3,5,1,1,1,1,1,3,1,1,7,9,2,1,1,1,3,3,9,5,2,7,7,5,7,5,4,1,3,1,1,89,70,20.5,142,38.95,9.7,3.2,7.45,2.87
735,SYN 049,5,1,0,1,7,5,1,1,9,1,1,1,1,1,5,1,1,7,9,2,3,3,1,3,5,3,9,2,5,5,5,5,5,3,1,3,1,1,115,77.5,25.5,170,26.18,8.37,2.9,6.25,2.52
736,CLM-2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,CLM-1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,SJKK,5,1,0,1,5,5,1,1,9,1,1,1,1,1,3,1,1,5,9,2,3,1,1,3,5,7,5,2,3,7,3,7,3,5,1,3,2,1,105,64.5,18.5,143,23.85,9.21,2.44,7.2,2.16
739,EVEREST,5,1,0,1,5,3,3,3,7,1,1,1,5,1,5,1,1,7,1,0,0,3,4,3,3,7,7,2,5,7,3,7,3,5,1,3,2,1,98,82,22,146,28.15,10.49,2.35,8.64,2.02
740,ECCO 977FP,5,9,2,1,7,3,3,3,7,1,1,1,7,5,7,1,1,7,1,0,0,3,5,3,5,7,7,2,5,7,3,7,3,5,1,3,1,1,96,89.63,25,155,26.74,9.18,2.68,7.2,2.36
741,ANSAR,5,1,0,1,7,3,1,3,9,1,1,1,7,5,5,1,1,5,1,0,0,1,5,2,3,7,5,2,5,7,3,7,3,5,1,3,0,1,103,79,18,140,27.5,9.14,2.69,7.11,2.39
742,ARODELTA,5,1,0,1,7,3,5,5,9,1,1,1,7,5,3,1,1,7,1,0,0,3,5,3,3,7,7,2,5,7,3,7,3,5,1,3,0,1,103,74,24,150,26.4,9.09,2.57,6.9,2.24
748,Carogran,5,1,0,1,7,5,3,5,7,1,1,1,1,1,5,1,1,5,1,0,0,5,1,3,3,9,7,2,7,7,5,7,5,4,1,3,0,1,100,71,19,150,36.4,9.68,3.25,7.34,2.75
744,COPSEMAR-7,5,1,0,1,3,5,1,3,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,2,3,9,7,2,7,5,7,5,7,2,1,3,0,1,92,51,14,146,38.3,7.93,3.97,5.91,3.41
745,OLESA,5,1,0,1,5,3,3,5,7,1,1,1,3,1,1,1,1,5,1,0,0,1,1,3,3,9,3,2,5,7,3,7,3,5,1,3,0,1,92,55,18,130,26,9.28,2.46,7.24,2.17
746,POTENCIA,5,1,0,1,5,5,1,3,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,3,9,5,2,7,7,5,7,7,3,1,3,0,1,93,62,18,140,43.3,9.17,3.62,7.04,3.12
747,Virgilio,5,1,0,1,7,5,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,9,1,3,3,9,7,2,7,7,7,7,7,3,1,3,1,1,94,64.5,18.5,150,43.98,9.59,3.71,7.28,3.23
749,Jemma,5,1,0,1,7,5,3,3,7,1,1,1,1,1,3,1,1,7,1,0,0,1,1,3,5,9,5,3,5,7,3,7,5,4,9,3,1,3,92,69,22,137,31.57,9.54,2.5,7.06,2.78
750,Bruma,5,9,2,9,7,5,1,1,9,1,1,1,5,1,5,1,1,7,1,0,0,1,5,2,3,9,7,2,5,7,5,7,5,3,1,0,0,0,101,82,20,149,28.08,8.54,3.17,6.65,2.73
751,Marismilla,5,1,0,1,5,5,1,3,5,1,1,1,1,1,3,1,1,5,1,0,0,5,1,3,3,7,7,2,7,7,5,7,5,4,1,0,0,0,90,60,19,150,44.8,10.03,3.5,7.78,3.05
752,Castigliano,5,1,0,1,7,5,3,5,5,1,1,1,1,1,3,1,1,5,9,2,3,1,1,3,3,9,5,2,5,5,7,5,7,2,1,3,1,1,85,64.5,17.5,145,32.68,7.74,3.76,5.7,3.28
753,4Ri15/20,5,1,0,1,5,5,3,5,0,1,1,1,1,1,0,1,1,0,1,0,0,3,1,3,3,9,0,0,0,0,0,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,Capo,5,1,0,1,3,5,1,3,5,1,1,1,1,1,1,1,1,3,1,0,0,5,1,2,1,7,5,2,5,3,5,3,5,2,1,3,1,1,89,53.4,14.7,143,25.3,6.97,3.48,5.13,3.04
755,Tesla,5,1,0,1,5,5,3,3,5,1,1,1,1,1,3,1,1,5,1,0,0,5,1,3,3,9,3,2,5,7,5,7,5,3,1,3,1,1,84,64,16.5,128,31.1,8.7,3.33,6.51,2.86
756,SA1905,5,1,0,1,5,7,3,5,0,1,1,1,1,1,0,1,1,0,1,0,0,7,1,3,3,9,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,SA1904,5,1,0,1,7,5,3,3,4,1,1,1,5,5,0,1,1,0,1,0,0,1,5,3,3,7,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,RG 13712/1/1/1,5,1,0,1,7,5,1,3,0,1,1,1,9,5,0,1,1,0,1,0,0,3,5,3,5,5,0,2,0,0,0,0,0,5,6,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,Nerone 2,5,1,0,1,5,5,1,3,3,1,1,1,1,4,3,1,1,5,1,0,0,3,1,3,5,9,3,3,5,7,5,7,5,3,9,3,1,3,81,61,18.5,133,29,8.62,3.46,6.4,2.85
760,GAIA EG,5,1,0,1,7,5,1,1,5,1,1,1,1,1,3,1,1,7,1,0,0,1,1,2,3,7,5,2,7,7,5,7,5,5,1,3,2,1,91,66,22,140,37.19,10.92,2.95,8.25,2.58
761,Andromeda CL,5,1,0,1,5,3,5,5,5,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,3,9,3,2,5,7,3,7,3,5,1,3,2,1,84,60,18,135,27.32,9.59,2.56,7.61,2.31
762,RTF13,5,9,2,1,5,3,1,1,9,3,1,1,7,5,1,1,1,5,1,0,0,1,5,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,RTM25,7,1,0,1,5,3,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,5,5,5,2,5,5,5,5,5,3,1,1,1,1,96,65,19,137,26.36,7.92,3.11,8.18,2.71
764,RTM23,7,9,2,1,5,3,3,3,9,1,1,1,5,1,3,1,1,5,1,0,0,1,5,2,1,5,7,2,5,7,3,7,3,4,1,3,1,1,100,61,19,150,26.84,8.86,2.63,7.08,2.37
765,BSIN19,5,1,0,1,7,5,3,7,5,1,1,1,3,1,5,1,1,5,1,0,0,1,4,3,5,5,3,2,5,7,3,7,3,5,1,3,2,1,85,72.5,19,130,27.46,9.98,2.52,7.72,2.21
766,ECCO 951FP,7,9,2,9,5,5,3,3,5,1,1,1,7,5,3,1,1,7,1,0,0,1,5,3,5,9,3,2,5,7,3,7,3,4,1,3,1,1,89,64,23.5,132,27.23,9.12,2.71,6.98,2.37
767,ECCO 985FP,5,9,2,1,5,5,1,1,9,1,1,1,7,5,5,1,1,7,1,0,0,3,3,3,5,5,7,2,3,7,3,7,3,4,1,3,2,1,98,79,24.5,150,24,8.74,2.67,6.66,2.36
768,SA1906,5,1,0,1,7,3,5,5,0,1,1,1,5,4,0,1,1,0,1,0,0,1,3,3,5,9,0,0,0,0,0,0,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,Ardente EG,5,1,0,1,7,5,1,3,5,1,1,1,1,1,3,1,1,7,1,0,0,5,1,3,3,9,7,3,5,7,5,7,5,3,6,3,1,1,91,72,22.5,150,28.95,9.18,3.69,6.59,2.96
770,Caroly,5,1,0,1,5,5,3,3,9,1,3,5,7,1,5,1,1,7,9,2,3,3,4,3,5,9,7,3,7,7,7,7,7,3,1,3,2,1,104,82.2,20.5,150,41.8,10.01,3.87,7.35,3.28
771,Narciso EG,5,1,0,1,5,5,1,3,7,1,1,1,1,1,5,1,1,5,9,3,5,5,1,2,3,9,5,2,7,7,5,7,5,4,1,3,2,1,93,72,19,145,36.81,9.91,3.36,7.7,2.91
772,Velox,5,1,0,1,5,5,3,3,3,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,3,9,3,2,7,7,5,7,5,3,1,3,1,1,82,64,18,130,35,9.09,3.3,7.06,2.88
773,ECCO 365,7,1,0,1,7,5,1,1,7,1,1,1,1,1,5,1,1,7,1,0,0,3,1,3,5,7,7,2,5,5,5,5,5,3,1,3,1,1,94,76.5,23.5,148,27.8,8.07,3.16,6.11,2.77
774,G2215,5,1,0,1,5,5,3,3,5,1,1,1,3,1,1,1,1,5,1,0,0,3,4,3,3,5,7,2,7,7,5,7,5,4,1,3,1,1,90,55,18,155,39.18,9.99,3.26,7.58,2.84
775,BST1,5,1,0,1,3,3,1,1,5,1,1,1,1,1,1,1,1,3,1,0,0,5,1,2,3,9,3,2,5,5,5,5,7,2,1,3,1,1,85,57,14,135,30.21,7.69,3.62,5.71,3.13
776,Dario CL,5,1,0,1,5,3,1,3,5,1,1,1,1,1,5,1,1,5,1,0,0,3,1,2,1,9,5,2,3,3,5,3,5,2,1,3,1,1,93,76,14.65,140,23.6,6.73,3.34,4.99,2.91
777,BST2,5,1,0,1,7,5,5,5,3,1,1,1,1,1,3,1,1,5,9,2,3,5,1,3,3,9,3,2,5,5,7,5,7,2,1,3,1,1,83,63,16,135,29.83,7.5,3.74,5.54,3.19
778,SA1902,3,1,0,1,5,3,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,3,1,2,1,9,0,0,0,0,0,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,Misaki,5,1,0,1,5,3,1,1,7,1,1,1,1,1,3,1,1,5,1,0,0,5,1,3,5,9,5,2,3,3,5,3,5,2,1,3,1,1,95,62.8,20.2,140,24.4,7.13,3.4,5.23,2.95
780,Edison,5,1,0,1,5,3,1,3,5,1,1,1,1,1,3,1,1,5,1,0,0,5,1,2,3,9,5,2,3,3,5,3,5,2,1,3,1,1,91,65,15,138,24,6.88,3.28,5.13,2.85
781,Yari,5,1,0,1,5,3,1,1,5,1,1,1,1,1,3,1,1,5,1,0,0,3,1,2,5,5,5,2,5,3,5,3,5,2,1,3,1,1,90,59.5,16,145,26.22,7.12,3.46,5.13,3.02
782,Sucro CL,5,1,0,1,3,5,3,3,5,1,1,1,1,1,1,1,1,3,1,0,0,5,1,2,3,5,5,2,7,5,7,5,7,2,1,3,1,1,83,55,13,140,36.76,7.9,4.02,6,3.39
783,Regina,5,1,0,1,3,5,3,3,5,1,1,1,1,1,1,1,1,5,1,0,0,5,1,3,3,9,5,2,7,5,5,5,5,2,1,0,0,0,85,57,16,145,36.1,8.5,3.8,6.3,3.2
784,prova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,CL122HP,7,9,2,9,7,3,1,1,7,1,1,1,7,5,1,1,1,5,1,0,0,1,5,3,3,3,5,2,5,7,3,7,3,5,2,3,1,1,98,56,20.7,143,27.28,9.65,2.64,7.43,2.28
786,CL125HP,5,9,2,1,7,5,1,1,7,3,1,1,7,5,1,1,1,7,1,0,0,3,5,3,3,3,5,2,3,7,3,7,3,5,1,3,1,1,92,58.58,21.8,140,23.1,9.26,2.58,6.94,2.17
787,VN28(11)BC14F29F02,5,9,2,1,7,5,3,5,0,1,5,5,7,5,0,1,9,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0
789,IRES 1117,5,1,0,1,7,5,3,3,5,1,1,1,1,1,7,1,1,7,1,0,0,5,1,3,3,9,7,2,7,7,7,7,7,2,1,3,1,1,88,90,22,156,45.5,9.71,4.15,6.91,3.55
790,IRES 1172,5,1,0,1,7,7,1,3,5,1,1,1,7,1,5,1,1,7,1,0,0,5,4,3,3,9,7,3,7,7,7,7,7,3,1,3,1,1,92,85,26,157,42,10.35,4.2,7.62,3.49
791,MZA7,7,1,0,1,3,3,3,5,5,1,1,1,3,1,3,1,1,7,1,0,0,3,4,3,3,5,7,2,5,7,5,7,5,4,1,3,1,1,88,64,21,147,31.62,9.85,3.21,7.42,2.73
792,MZA6,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,CL007,5,1,0,1,5,5,3,5,7,1,1,1,1,1,3,1,1,5,9,2,3,7,1,3,3,9,7,2,7,7,5,7,5,4,1,3,1,1,94,67,17,150,36.58,9.48,3.22,7.05,2.78
794,PV226,0,0,0,1,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,PV234,0,0,0,1,0,0,0,0,6,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,MZA10,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,RG 23913/1/2/2,5,1,0,1,5,3,3,5,7,1,1,1,1,1,3,1,1,5,1,0,0,3,1,3,5,9,7,2,5,5,5,3,5,2,1,3,1,1,91,69,17.63,150,26.44,7.23,3.2,5.3,2.87
798,MZA9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,MZA2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,MZA4,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,MZA8,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,MZA3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,Cartesio,3,1,0,1,7,7,3,3,5,1,1,1,5,1,5,1,1,7,1,0,0,5,4,3,5,7,5,4,7,7,7,7,7,3,1,3,2,1,88,77,22,145,43.16,10.1,3.94,7.68,3.35
804,Volta,5,1,0,1,7,3,1,3,5,1,1,1,1,1,3,1,1,5,1,0,0,5,1,3,3,9,5,2,7,7,7,7,7,3,1,3,1,1,88,74,20,144,48.68,9.87,4.38,7.51,3.62
805,VN25(24)BC8F17,5,9,2,1,7,5,3,5,0,1,1,1,7,5,0,1,9,0,1,0,0,3,5,3,5,9,0,0,0,0,0,0,0,2,0,0,0,1,90,106,21,163,NA,7.95,4.16,5.93,3.55
806,ALEGRE,5,1,0,1,5,5,1,3,5,1,1,1,5,5,3,1,1,7,1,0,0,5,5,3,5,9,7,2,5,5,5,5,5,2,6,3,0,0,89,69.2,21,150,33,8.42,3.76,6.2,3.17
807,BRINCA,5,1,0,1,7,5,3,3,5,1,1,1,7,1,5,1,1,7,1,0,0,1,5,3,3,7,3,2,5,7,3,7,3,5,1,3,2,1,88,79,21.6,130,31.6,10.4,2.68,8.03,2.34
808,Copsemar 9,5,1,0,1,5,5,3,3,5,1,1,1,1,1,3,1,1,5,1,0,0,7,1,3,5,9,3,2,7,7,7,7,7,2,1,3,2,1,85,71.3,17,130,35.6,8.5,3.99,6.3,3.37
809,Copsemar 8,5,1,0,1,5,5,3,3,7,1,1,1,9,5,7,1,1,5,1,0,0,1,5,3,3,5,7,2,7,7,7,7,7,3,1,0,0,0,94,91,16.7,150,38.5,8.86,3.65,6.78,3.18
