nvar_id,svar_name,nchar1,nchar2,nchar3,nchar4,nchar5,nchar6,nchar7,nchar8,nchar9,nchar10,nchar11,nchar12,nchar13,nchar14,nchar15,nchar16,nchar17,nchar18,nchar19,nchar20,nchar21,nchar22,nchar23,nchar24,nchar25,nchar26,nchar27,nchar28,nchar29,nchar30,nchar31,nchar32,nchar33,nchar34,nchar35,nchar36,nchar37,nchar38,m9,m15,m18,m27,m29,m30,m31,m32,m33
810,MOLETA,5,1,0,1,5,5,1,3,5,1,1,1,7,5,3,1,1,5,1,0,0,1,5,3,3,7,3,2,5,7,3,7,3,5,1,3,2,1,88,63.7,17,130,28.4,10.2,2.67,7.96,2.34
811,Sol,7,1,0,1,5,5,3,3,9,1,1,1,1,1,3,1,9,5,1,0,0,1,1,2,1,7,9,3,5,5,5,5,5,2,1,0,0,0,105,62,19,160,30.4,8.05,3.67,5.92,3.15
812,Ceres,5,1,0,1,5,5,5,5,5,1,1,1,1,1,3,1,1,5,1,0,0,5,1,3,5,9,3,2,7,7,5,7,5,4,1,0,0,0,86,66,18.6,135,38,9.63,3.47,7.44,2.96
813,Macarico,5,1,0,1,5,3,1,1,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,5,5,7,2,3,7,3,7,3,5,1,3,0,0,96,60.5,20,150,22.4,9.09,2.52,6.61,2.17
814,Grifone,5,1,0,1,7,5,5,7,5,1,1,1,1,1,0,1,1,0,1,0,0,5,1,3,5,9,0,2,7,7,7,7,7,3,1,3,1,1,85,NA,NA,NA,45.62,9.48,4.01,7.15,3.46
815,Irene,3,1,0,1,7,5,3,5,3,1,1,1,1,1,5,1,1,5,1,0,0,5,1,3,5,9,3,2,5,7,5,7,5,4,1,3,1,1,75,70,20,135,29,8.86,3.06,6.85,2.59
819,Isabela,3,1,0,1,7,5,3,5,7,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,3,9,5,2,7,7,7,7,7,2,1,3,1,1,92,69,18,140,48,9,4.16,6.97,3.63
817,Vampair,5,1,0,1,5,5,3,3,7,1,1,1,1,1,3,1,1,7,1,0,0,1,1,3,3,9,7,2,5,5,3,5,3,4,6,3,0,0,95,68,22,155,25.24,8.36,2.75,6.48,2.44
818,DIANA (Portogallo),5,1,0,1,5,7,1,3,7,1,1,1,1,1,7,1,1,5,1,0,0,7,1,3,5,7,7,2,5,7,5,7,5,4,1,3,0,0,94,96,16.8,150,30.5,9.93,3.04,7.5,2.57
820,Jolly nero,7,1,0,1,7,3,3,7,5,1,1,1,1,1,5,1,1,7,1,0,0,1,1,3,5,7,3,3,5,7,3,7,3,5,9,3,1,3,91,84.5,22.75,130,26.27,11.44,2.71,8.2,2.14
821,Pascal,5,1,0,1,7,5,3,3,5,1,1,1,1,1,3,1,1,5,1,0,0,1,1,3,5,7,5,2,7,7,7,7,7,3,1,3,1,1,88,65.3,19.6,140,42.65,9.65,3.77,7.34,3.28
822,4RI16/167,0,1,0,1,5,5,3,3,0,1,1,3,5,1,0,1,1,0,1,0,0,5,4,2,1,9,0,5,0,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,0
823,LASJKK20,5,1,0,1,5,5,3,3,5,1,1,1,1,1,5,1,1,5,9,5,5,3,5,3,3,7,5,2,7,7,7,7,7,3,1,3,1,1,90,77,17.4,145,49.4,9.8,4.09,7.49,3.54
824,PV 03-IT,5,1,0,1,7,5,3,3,5,1,1,1,5,5,3,1,1,5,1,0,0,3,5,3,3,7,3,2,5,7,3,7,3,5,1,3,2,1,90,61,19.3,130,26.8,9.35,2.45,7.4,2.14
825,PV 23-IT,5,1,0,1,5,3,3,3,7,1,1,1,7,5,1,1,1,5,1,0,0,1,5,3,3,3,3,2,5,7,3,7,3,5,1,3,2,1,93,58,19.7,132,28.6,10.61,2.4,8.35,2.09
826,PV 221 IT,5,1,0,1,5,3,3,3,8,1,1,1,5,4,3,1,1,5,1,0,0,1,5,3,3,7,3,2,5,7,3,7,3,5,1,3,2,1,98,68.9,18.81,135,30.62,10.16,2.63,8.05,2.31
827,Naomi,7,1,0,1,7,5,1,3,5,1,1,1,1,1,3,1,1,7,1,0,0,5,1,3,5,7,5,3,5,7,5,7,5,3,9,3,1,1,87,61.81,20.55,140,25.79,8.78,3.6,6.35,2.85
828,Zuanshi,5,1,0,1,5,5,1,3,7,1,1,1,1,1,1,1,1,5,9,2,5,1,1,2,1,5,7,2,5,7,5,7,5,3,1,3,1,1,96,57.61,15.39,146,34.2,9.24,3.32,7.07,2.92
829,CL712GL,3,1,0,1,5,7,3,5,7,1,1,1,1,1,5,1,1,7,9,1,1,1,1,3,5,9,7,2,7,7,7,7,7,3,1,3,1,1,92,80,24,147,41.69,10.31,3.94,7.89,3.39
830,CL712V,3,1,0,1,5,7,3,3,7,1,1,1,1,1,5,1,1,7,1,0,0,5,1,3,3,9,7,2,7,7,7,7,7,4,1,3,1,1,92,82,21,156,38.21,10.38,3.67,8,3.13
831,MZ105,5,1,0,1,7,5,3,3,5,1,1,1,1,1,3,1,1,7,1,0,0,5,1,3,3,5,7,2,7,7,7,7,7,3,1,3,1,1,90,67,21,158,42,10.18,3.64,7.74,3.11
832,MZ181,7,9,2,9,7,5,3,5,7,1,3,5,9,5,7,9,9,7,1,0,0,7,5,3,3,9,7,5,7,7,7,7,7,3,1,3,1,1,93,90,20,157,40,9.66,4.22,7.21,3.58
833,Billy,7,1,0,1,7,5,3,3,5,1,1,1,1,1,3,1,1,5,9,3,5,1,1,3,3,9,5,2,5,7,5,7,5,3,1,3,1,1,90,70.86,18.9,145,31.31,8.8,3.17,6.57,2.78
834,Celtiko,5,1,0,1,7,5,5,7,3,1,1,1,7,5,3,1,1,7,1,0,0,3,5,3,5,7,3,2,7,7,5,7,5,3,1,3,1,1,80,64.44,20.46,135,37,9.13,3.58,6.81,3.09
835,Chirone,5,1,0,1,3,5,1,3,5,1,1,1,1,1,1,1,1,5,1,0,0,1,1,2,3,7,5,2,3,3,5,3,5,2,1,3,1,1,85,58.4,16.25,140,24.36,6.63,3.33,4.9,2.9
836,Circe,5,9,2,9,5,5,3,3,5,1,1,3,7,1,1,1,1,5,9,2,3,3,3,3,3,5,1,3,7,7,7,7,7,3,1,3,2,1,85,50.8,15.84,125,45.8,9.49,3.8,7.26,3.28
837,CL44,5,1,0,1,5,5,1,5,9,1,3,3,7,1,5,1,1,5,9,3,5,5,4,3,5,9,9,3,7,7,7,7,7,3,1,3,2,1,100,83.68,19.42,160,37.31,9.69,3.61,7.39,3.06
838,CL112,5,1,0,1,5,5,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,5,1,2,3,9,6,2,5,3,5,3,5,2,1,3,1,1,95,69,15.31,145,26.58,7.02,3.38,5.19,2.98
839,CL131 HP,7,9,2,1,7,3,1,1,9,1,1,1,5,1,1,1,1,7,1,0,0,1,5,3,3,3,9,2,3,7,3,7,3,5,2,3,1,1,120,52.67,25.42,170,23.04,9.05,2.58,6.94,2.22
840,CL145,5,1,0,1,5,5,3,0,7,1,1,1,9,1,3,1,1,5,1,0,0,5,6,3,3,5,7,2,7,7,5,7,5,3,1,3,1,1,95,68.66,17.19,160,38.88,9.19,3.61,6.95,3.06
841,Corsa,5,1,0,1,5,7,1,3,5,1,1,1,1,1,3,1,1,5,9,2,3,7,1,3,5,7,5,2,7,7,7,7,7,3,1,3,1,1,90,68.78,19.71,140,42.11,9.53,3.63,7.27,3.16
842,Formula PV,5,1,0,1,5,3,3,3,9,1,1,1,7,4,0,1,1,5,1,0,0,1,5,3,3,9,5,2,5,7,3,7,3,5,1,3,2,1,100,73,19.87,140,26.15,9.43,2.35,7.42,2.07
843,Sibilla,7,9,2,9,7,5,3,3,5,1,1,1,5,1,2,1,1,5,9,5,9,5,4,3,3,5,5,3,7,7,7,7,7,3,1,3,1,1,90,60.3,18.71,145,45.47,9.57,3.91,7.16,3.34
844,4ri16/128,0,1,0,1,3,5,1,3,0,1,1,1,1,1,0,1,1,0,1,0,0,3,1,2,5,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,4ri16/170,0,1,0,1,3,5,1,3,0,1,1,1,1,1,0,1,1,0,9,2,3,5,1,2,3,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,4ri17/164,7,9,3,9,3,3,1,5,0,1,1,1,9,5,0,1,1,0,1,0,0,5,5,3,3,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,CL225 HP,7,1,0,1,5,3,1,1,0,1,1,1,1,1,0,1,1,0,9,2,3,5,1,3,3,5,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,CL228 HP,7,9,2,9,7,3,1,1,0,1,1,1,7,1,0,1,1,0,1,0,0,3,4,3,3,3,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,Diva PV,0,1,0,1,7,3,1,3,0,1,1,1,9,5,0,1,1,0,9,2,3,1,5,3,3,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,Luce PV,0,1,0,1,5,5,1,3,0,1,1,1,1,1,0,1,1,0,1,0,0,5,1,3,3,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,Eusake01,0,1,0,1,5,5,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,5,1,3,5,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,Eusake02,3,1,0,1,7,5,1,3,0,1,1,1,1,1,0,1,1,0,9,5,7,5,1,3,5,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,MZA11,5,1,0,1,7,3,1,3,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,3,3,9,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,SA2001,0,1,0,1,7,5,3,3,0,1,1,1,7,1,0,1,1,0,9,5,7,3,4,3,5,7,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,SA2002,0,1,0,1,5,5,3,3,0,1,1,1,1,1,0,1,1,0,9,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,SA2003,0,1,0,1,5,5,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,3,1,2,3,5,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,SA2004,0,9,2,9,5,7,3,3,0,1,3,5,7,1,0,1,1,0,1,0,0,5,3,3,3,7,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,Sunrose PV,0,1,0,1,7,5,1,3,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,3,3,7,0,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,Aivori,5,9,0,9,5,5,3,3,7,1,1,1,1,1,3,1,1,5,1,0,0,3,1,3,3,7,7,2,5,7,5,7,5,3,1,3,2,1,93,72,19,160,33.16,8.52,3.3,6.42,2.84
860,Ebano max,5,1,0,1,3,3,5,5,1,1,1,1,1,1,0,1,1,0,1,0,0,5,1,3,3,9,1,0,0,0,0,0,0,0,9,3,1,1,65,NA,NA,110,NA,NA,NA,NA,NA
861,Enea,5,1,0,1,5,7,3,3,5,1,1,1,1,1,5,1,1,5,1,0,0,5,1,2,3,9,7,2,5,3,7,3,7,2,1,3,1,1,85,87,18,160,30.2,6.76,3.75,5.08,3.36
862,Etrusco,5,1,0,1,7,5,1,3,7,1,1,1,7,1,5,1,1,7,1,0,0,3,6,3,3,9,7,2,7,7,5,7,5,3,1,3,0,1,95,87,21,155,36.56,9.01,3.42,7.01,2.94
863,Fortunato,5,1,0,1,3,5,1,3,7,1,1,1,1,1,5,1,1,3,1,0,0,5,1,1,1,9,9,2,5,3,5,3,5,2,1,3,1,1,95,80,10,165,28.1,6.94,3.54,5.08,3.1
864,Garbell,5,1,0,1,3,5,3,3,5,1,1,1,1,1,3,1,1,5,1,0,0,7,1,2,5,7,5,2,5,5,7,5,7,2,1,3,0,1,85,68,16,145,33.9,8.21,3.86,6.18,3.24
865,Kaldor,5,1,0,1,7,7,3,5,7,1,1,1,1,1,5,1,1,7,1,0,0,5,1,3,3,7,7,2,7,7,5,7,5,3,1,3,1,1,90,80,21,150,40,9.83,3.61,7.6,3
866,Lluent,5,1,0,1,5,3,1,1,7,1,1,1,7,5,1,1,1,7,1,0,0,1,5,3,3,3,5,2,5,7,3,7,3,5,1,3,0,1,90,48,21,140,28.33,9.2,2.75,7.18,2.38
867,Minosse,5,1,0,1,7,5,3,5,5,1,1,1,1,1,5,1,1,5,9,2,1,1,1,3,3,9,5,2,7,7,7,7,7,3,1,3,1,1,89,85,20,142,45.81,9.17,3.95,7.09,3.54
868,Polizesti 19,5,1,0,1,3,5,3,3,0,1,1,1,1,1,0,1,1,0,1,0,0,5,1,2,3,9,0,2,5,5,5,5,5,2,1,3,0,1,NA,NA,NA,NA,31.48,7.67,3.63,5.76,3.16
869,Sofia,5,1,0,1,7,5,3,5,5,1,1,1,1,1,5,1,1,5,1,0,0,1,1,3,5,9,3,2,0,0,0,0,0,0,0,3,0,1,85,80,15,135,NA,NA,NA,NA,NA
